Marque,Libellé modèle,Modèle,Groupe,Description Commerciale,Energie,Carrosserie,Cylindrée,Gamme,Puissance fiscale,Puissance maximale,Puissance nominale électrique,Poids à vide,Rapport poids-puissance,Type de boite,Nombre rapports,Autonomie elec Min,Autonomie elec Max,Autonomie elec urbain Min,Autonomie elec urbain Max,Essai CO2 type 1,Essai HC,Essai Nox,Essai HCNox,Essai particules,Masse OM Min,Masse OM Max,Bonus-Malus,Barème Bonus-Malus,Prix véhicule,Conso basse vitesse Avg,Conso moyenne vitesse Avg,Conso haute vitesse Avg,Conso T-haute vitesse Avg,Conso vitesse mixte Avg,Conso elec Avg,CO2 basse vitesse Avg,CO2 moyenne vitesse Avg,CO2 haute vitesse Avg,CO2 T-haute vitesse Avg,CO2 vitesse mixte Avg
RENAULT,CAPTUR,CAPTUR,RENAULT,CAPTUR (94ch+24Kw),ESS+ELEC HNR,TS TERRAINS/CHEMINS,1598,INFERIEURE,5,69.0,24.0,1361,0.05,AUTOMATIQUE,6,-1.0,-1.0,-1.0,-1.0,0.345,0.017,0.006,-1.0,-1.0,1436,1436,Neutre 0,11900.0,31408,4.74,4.2965,4.38,5.7105,4.883,-1.0,106.835,96.79,98.68,128.82,110.07
RENAULT,KADJAR,KADJAR,RENAULT,KADJAR (140ch),ESSENCE,TS TERRAINS/CHEMINS,1332,MOYENNE SUPERIEURE,7,103.0,-1.0,1320,0.08,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.162,0.015,0.013,-1.0,0.0,1395,1395,Malus,450.0,33500,7.96,6.195,5.575,6.845000000000001,6.470000000000001,-1.0,180.20499999999998,140.21,126.25500000000001,155.055,146.5
B.M.W.,SERIE 3,330,AUTRES,330d xDrive Touring,GAZ+ELEC HNR,BREAK,2993,SUPERIEURE,17,210.0,0.0,1825,0.12,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.121,-1.0,0.042,0.055,0.001,1900,1900,Malus,12923.0,62725,8.375499999999999,5.832,5.18,5.9055,5.9955,-1.0,219.675,152.91,135.775,154.84,157.2
B.M.W.,SERIE 2,220,AUTRES,220d xDrive Gran Coupé,GAZOLE,BERLINE,1995,MOYENNE INFERIEURE,10,140.0,-1.0,1565,0.09,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.071,-1.0,0.021,0.058,0.0,1640,1640,Malus,330.0,49633,6.948,5.3294999999999995,4.83,5.3725000000000005,5.4065,-1.0,182.10500000000002,139.635,126.525,140.76999999999998,141.65
CITROEN,C3 AIRCROSS,C3 AIRCROSS,STELLANTIS,C3 AIRCROSS BlueHDi (120ch) S&S BVA6,GAZOLE,TS TERRAINS/CHEMINS,1499,MOYENNE INFERIEURE,6,88.0,-1.0,1260,0.07,AUTOMATIQUE,6,-1.0,-1.0,-1.0,-1.0,0.055,-1.0,0.025,0.028,0.0,1335,1335,Malus,210.0,29340,5.6965,4.752000000000001,4.343,5.6419999999999995,5.067500000000001,-1.0,149.385,124.62,113.88,147.965,132.89
B.M.W.,SERIE 1,118,AUTRES,118i,ESSENCE,BERLINE,1499,MOYENNE INFERIEURE,7,100.0,-1.0,1320,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.273,0.023,0.015,-1.0,0.0,1395,1395,Malus,100.0,37510,8.384,5.958,5.294499999999999,6.2865,6.193,-1.0,191.25,135.78,120.6,143.29000000000002,141.14999999999998
PEUGEOT,308,308,AUTRES,Nouvelle 308 1.2 PureTech (110ch) S&S BVM6,ESSENCE,BERLINE,1199,MOYENNE INFERIEURE,6,81.0,-1.0,1254,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.27,0.027,0.046,-1.0,0.001,1329,1329,Neutre 0,-1.0,26400,6.75,5.6835,5.0115,6.07,5.7555,-1.0,152.86,128.625,113.365,137.41,130.265
B.M.W.,SERIE X,X5,AUTRES,X5 xDrive30d,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,2993,LUXE,17,210.0,0.0,2190,0.1,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.145,-1.0,0.045,0.063,0.001,2265,2265,Malus,16614.0,79017,9.05,6.7435,6.3965,7.5405,7.226,-1.0,236.95,176.5,167.405,197.385,189.14999999999998
B.M.W.,SERIE 4,440,AUTRES,M440d xDrive Coupe,GAZ+ELEC HNR,COUPE,2993,MOYENNE SUPERIEURE,22,250.0,0.0,1830,0.14,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.113,-1.0,0.032,0.047,0.001,1905,1905,Malus,12985.0,71750,9.910499999999999,5.7645,5.004,5.5595,6.009,-1.0,259.815,151.04,131.075,145.65,157.45
B.M.W.,SERIE 4,420,AUTRES,420d xDrive Gran Coupe,GAZ+ELEC HNR,BERLINE,1995,MOYENNE SUPERIEURE,10,140.0,0.0,1760,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.087,-1.0,0.019,0.045,0.0,1835,1835,Malus,12268.0,58783,6.843999999999999,5.4785,4.7684999999999995,5.465,5.437,-1.0,179.385,143.55,124.91499999999999,143.185,142.45
SKODA,KAROQ,KAROQ,VGF,Karoq 1.5 TSI (150ch) 4*2 DSG7 norme AP freins 15'' Normal. Ambition Classe A avec alt 140A famA,ESSENCE,TS TERRAINS/CHEMINS,1498,MOYENNE SUPERIEURE,8,110.0,-1.0,1328,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.132,0.023,0.025,-1.0,0.0,1403,1403,Malus,450.0,36445,8.061499999999999,5.9305,5.146,6.0945,6.0305,-1.0,183.345,134.82,116.95500000000001,138.56,137.10000000000002
B.M.W.,SERIE X,X1,AUTRES,X1 sDrive18i,ESSENCE,TS TERRAINS/CHEMINS,1499,MOYENNE SUPERIEURE,7,100.0,-1.0,1500,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.075,0.009,0.008,-1.0,0.0,1575,1575,Malus,740.0,42463,9.164,6.713,5.809,6.734,6.768,-1.0,206.945,151.54500000000002,131.125,152.03,152.8
SKODA,KAROQ,KAROQ,VGF,Karoq 1.0 TSI (110ch) 4*2 BVM6 norme AP freins 15'' Normal. Ambition Classe C avec alt 140A famB,ESSENCE,TS TERRAINS/CHEMINS,999,MOYENNE SUPERIEURE,6,81.0,-1.0,1284,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.216,0.022,0.035,-1.0,0.0,1359,1359,Malus,360.0,30490,7.6015,6.204,5.723,7.0105,6.5280000000000005,-1.0,172.51999999999998,140.735,129.795,159.07,148.1
B.M.W.,SERIE 1,118,AUTRES,118i,ESSENCE,BERLINE,1499,MOYENNE INFERIEURE,7,100.0,-1.0,1290,0.08,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.291,0.024,0.018,-1.0,0.001,1365,1365,Malus,230.0,35210,8.035499999999999,6.041,5.3725000000000005,6.3215,6.2,-1.0,183.025,137.47,122.21000000000001,143.85999999999999,141.1
NISSAN,QASHQAI,QASHQAI,NISSAN,Mild Hybrid (158ch) Xtronic ACENTA/BUSINESS EDITION/N-CONNECTA,ESS+ELEC HNR,TS TERRAINS/CHEMINS,1332,MOYENNE SUPERIEURE,8,116.0,0.0,1375,0.08,VARIATION CONTINUE,1,-1.0,-1.0,-1.0,-1.0,0.292,0.017,0.02,-1.0,0.0,1450,1450,Malus,11915.0,39315,7.951499999999999,6.159000000000001,5.49,6.882,6.4475,-1.0,179.535,138.95499999999998,123.815,155.33,145.5
OPEL,CORSA,CORSA,STELLANTIS,CORSA (101ch),ESSENCE,BERLINE,1199,INFERIEURE,5,74.0,-1.0,1090,0.07,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.509,0.022,0.014,-1.0,0.0,1165,1165,Neutre 0,-1.0,21900,6.5649999999999995,5.2,4.5184999999999995,5.431,5.254,-1.0,147.675,116.8,101.39,122.02000000000001,118.015
VOLKSWAGEN,CADDY,CADDY,VGF,CADDY 5 Caddy/Life/Style 2.0 TDI (122ch) Boite DSG 7 vit,GAZOLE,COMBISPACE,1968,INFERIEURE,6,90.0,-1.0,1568,0.06,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.023,-1.0,0.038,0.059,0.0,1643,1643,Malus,240.0,39443,6.8225,5.079,4.574,5.5440000000000005,5.3205,-1.0,178.91500000000002,133.17000000000002,119.91499999999999,145.365,139.5
MINI,MINI,COUNTRYMAN,B.M.W.,MINI One Countryman (F60),ESSENCE,TS TERRAINS/CHEMINS,1499,INFERIEURE,5,75.0,-1.0,1390,0.05,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.136,0.016,0.008,-1.0,0.0,1465,1465,Malus,540.0,32880,8.254000000000001,6.3385,5.655,6.6335,6.4875,-1.0,188.545,144.74,129.11,151.49,148.15
B.M.W.,SERIE X,X5,AUTRES,X5 xDrive40d,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,2993,LUXE,22,250.0,0.0,2200,0.11,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.096,-1.0,0.025,0.038,0.001,2275,2275,Malus,16712.0,84217,10.2405,6.797499999999999,6.0255,7.2545,7.18,-1.0,268.51,178.17000000000002,157.9,190.16,188.2
B.M.W.,SERIE 1,118,AUTRES,118i,ESSENCE,BERLINE,1499,MOYENNE INFERIEURE,7,100.0,-1.0,1320,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.273,0.023,0.015,-1.0,0.0,1395,1395,Malus,260.0,37510,8.384,5.958,5.294499999999999,6.2865,6.193,-1.0,191.25,135.78,120.6,143.29000000000002,141.14999999999998
RENAULT,CAPTUR,CAPTUR,RENAULT,CAPTUR (101ch),ESS+G.P.L.,TS TERRAINS/CHEMINS,999,INFERIEURE,5,67.0,-1.0,1257,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.266,0.038,0.027,-1.0,-1.0,1332,1332,Neutre 0,-1.0,25250,7.429,5.698,5.254,6.4965,6.075,-1.0,168.11,128.815,118.745,146.935,137.37
RENAULT,CAPTUR,CAPTUR,RENAULT,CAPTUR (101ch),ESS+G.P.L.,TS TERRAINS/CHEMINS,999,INFERIEURE,5,74.0,-1.0,1257,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.239,0.045,0.029,-1.0,-1.0,1332,1332,Neutre 0,-1.0,25250,9.6945,7.266500000000001,6.76,8.412500000000001,7.84,-1.0,147.64499999999998,113.08,105.115,130.855,121.535
MINI,MINI,CLUBMAN,B.M.W.,MINI Cooper Clubman (F54),ESSENCE,BREAK,1499,INFERIEURE,7,100.0,-1.0,1360,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.227,0.023,0.014,-1.0,0.0,1435,1435,Malus,310.0,38000,8.4845,6.17,5.258,6.2055,6.2095,-1.0,193.13,140.33499999999998,119.53999999999999,141.16500000000002,141.25
MINI,MINI,COUNTRYMAN,B.M.W.,MINI Cooper SD ALL4 Countryman (F60),GAZOLE,TS TERRAINS/CHEMINS,1995,INFERIEURE,10,140.0,-1.0,1600,0.09,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.07,-1.0,0.019,0.055,0.0,1675,1675,Malus,740.0,48633,6.9704999999999995,5.517,5.0685,5.625,5.6105,-1.0,182.685,144.55,132.765,147.385,147.0
MERCEDES,CLASSE V,V 300,AUTRES,V 300 d (237ch) BlueEFFICIENCY extra-long,GAZOLE,MONOSPACE,1950,SUPERIEURE,14,174.0,-1.0,2092,0.08,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.116,-1.0,0.022,0.037,0.0,2167,2167,Malus,25636.0,91580,9.955,7.6965,6.686999999999999,7.994,7.792,-1.0,260.695,201.51,175.05,209.3,204.0
LAND ROVER,DISCOVERY SPORT,DISCOVERY SPORT,TATA,DISCOVERY SPORT D200 Hybride MHEV 5PL,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,1998,SUPERIEURE,11,150.0,10.5,1951,0.08,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.121,-1.0,0.035,0.052,0.0,2026,2026,Malus,14215.0,60241,7.677,7.029,5.98,7.1125,6.822,-1.0,201.49,184.46,156.905,186.66,179.025
B.M.W.,SERIE 1,118,AUTRES,118i,ESSENCE,BERLINE,1499,MOYENNE INFERIEURE,7,100.0,-1.0,1320,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.273,0.023,0.015,-1.0,0.0,1395,1395,Malus,190.0,37510,8.384,5.958,5.294499999999999,6.2865,6.193,-1.0,191.25,135.78,120.6,143.29000000000002,141.14999999999998
VOLKSWAGEN,TIGUAN,TIGUAN,VGF,TIGUAN ALLSPACE R-Line 2.0 TDI (200ch) DSG7 4M ess6 ss+r opt PAC 19/20'' rlt fbl résist EU6AP FIB,GAZOLE,TS TERRAINS/CHEMINS,1968,MOYENNE SUPERIEURE,11,147.0,-1.0,1748,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.019,-1.0,0.034,0.043,0.0,1823,1823,Malus,6954.0,57980,9.0825,6.8165,6.08,7.3025,7.0635,-1.0,238.28500000000003,178.81,159.495,191.57,185.3
RENAULT,KADJAR,KADJAR,RENAULT,KADJAR (158ch),ESSENCE,TS TERRAINS/CHEMINS,1332,MOYENNE SUPERIEURE,8,116.0,-1.0,1372,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.207,0.016,0.022,-1.0,0.0,1447,1447,Malus,400.0,36200,8.256499999999999,6.177,5.431,6.697,6.4079999999999995,-1.0,186.92000000000002,139.75,122.82499999999999,151.55,145.0
PEUGEOT,5008,5008,AUTRES,5008 2.0 BlueHDi FAP (180ch) BVA8 S&S,GAZOLE,TS TERRAINS/CHEMINS,1997,MOYENNE INFERIEURE,9,130.0,-1.0,1607,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.101,-1.0,0.03,0.041,0.0,1682,1682,Malus,3784.0,47840,6.936999999999999,5.94,5.2195,6.2675,5.9670000000000005,-1.0,181.845,155.695,136.78,164.285,156.39999999999998
B.M.W.,SERIE 1,120,AUTRES,120d xDrive,GAZOLE,BERLINE,1995,MOYENNE INFERIEURE,10,140.0,-1.0,1515,0.09,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.071,-1.0,0.021,0.058,0.0,1590,1590,Malus,280.0,46988,6.948,5.3294999999999995,4.83,5.3725000000000005,5.4065,-1.0,182.10500000000002,139.635,126.525,140.76999999999998,141.65
VOLKSWAGEN,TOURAN,TOURAN,VGF,TOURAN 5PL 1.5 TSI (150ch) DSG7 ess0 ss+r 16'' (airstop) EU6AP FIA gnI,ESSENCE,MONOSPACE COMPACT,1498,MOYENNE INFERIEURE,8,110.0,-1.0,1455,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.144,0.015,0.01,-1.0,0.0,1530,1530,Malus,818.0,41295,8.5235,6.585,5.71,6.9415,6.7,-1.0,192.36,148.55,128.78,156.60500000000002,151.14999999999998
PORSCHE,MACAN GTS,MACAN,VGF,MACAN GTS II,ESSENCE,TS TERRAINS/CHEMINS,2894,SUPERIEURE,33,324.0,-1.0,1960,0.17,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.38,0.014,0.015,-1.0,0.0,2035,2035,Malus,40000.0,93699,15.45,10.850000000000001,9.899999999999999,11.399999999999999,11.399999999999999,-1.0,351.0,246.0,225.0,259.0,258.0
PEUGEOT,308,308,AUTRES,Nouvelle 308 1.2 PureTech (130ch) S&S BVM6,ESSENCE,BREAK,1199,MOYENNE INFERIEURE,7,96.0,-1.0,1345,0.07,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.302,0.022,0.041,-1.0,0.001,1420,1420,Malus,190.0,34280,7.481,6.0295000000000005,5.1485,6.119,5.983499999999999,-1.0,169.005,136.10999999999999,116.155,138.15,135.065
MINI,MINI,MINI,B.M.W.,MINI One 102 Hatch 3P (F56),ESSENCE,BERLINE,1499,INFERIEURE,5,75.0,-1.0,1155,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.094,0.011,0.006,-1.0,0.0,1230,1230,Neutre 0,-1.0,24950,7.7185,5.5655,5.015000000000001,5.9615,5.823,-1.0,175.56,126.535,114.00999999999999,135.555,132.4
RENAULT,TRAFIC,TRAFIC,RENAULT,TRAFIC (149ch),GAZOLE,MINIBUS,1997,MOYENNE SUPERIEURE,8,110.0,-1.0,2035,0.05,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.04,-1.0,0.038,0.045,0.0,2110,2110,Malus,16209.0,42550,8.3875,7.011,6.2780000000000005,7.9065,7.2865,-1.0,220.19,184.03,164.785,207.55,191.26
CITROEN,C3,C3,STELLANTIS,C3 PureTech (110ch) S&S BVM6,ESSENCE,BERLINE,1199,INFERIEURE,6,81.0,-1.0,1090,0.07,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.353,0.025,0.024,-1.0,0.0,1165,1165,Neutre 0,-1.0,22600,6.6035,5.356,4.8759999999999994,5.9425,5.582,-1.0,149.3,145.98000000000002,110.08500000000001,134.305,126.12
ALFA ROMEO,GIULIA,GIULIA,STELLANTIS,GIULIA 2.2 Diesel (190ch) AT8,GAZOLE,BERLINE,2143,SUPERIEURE,10,140.0,-1.0,1465,0.1,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.048,-1.0,0.041,0.044,0.0,1570,1570,Malus,75.0,50883,7.103999999999999,5.2379999999999995,4.3919999999999995,4.9005,5.106,-1.0,186.195,137.26,115.07499999999999,128.41,133.8
LEXUS,NX300H,NX,TOYOTA,NX 300h,ESS+ELEC HNR,TS TERRAINS/CHEMINS,2494,SUPERIEURE,8,114.0,24.0,1720,0.07,VARIATION CONTINUE,0,-1.0,-1.0,-1.0,-1.0,0.125,0.01,0.006,-1.0,-1.0,1795,1795,Malus,11942.0,51490,7.763999999999999,6.0794999999999995,6.379,8.7425,7.3405000000000005,-1.0,175.795,137.61,144.39499999999998,197.985,166.195
SKODA,SCALA,SCALA,VGF,Scala Active 1.0 TSI (95ch) BVM5 famille A,ESSENCE,BERLINE,999,MOYENNE INFERIEURE,5,70.0,-1.0,1121,0.06,MECANIQUE,5,-1.0,-1.0,-1.0,-1.0,0.206,0.025,0.037,-1.0,0.0,1196,1196,Neutre 0,-1.0,23495,6.746,5.2620000000000005,4.7845,5.7835,5.4975000000000005,-1.0,153.045,119.28999999999999,108.44,131.16,124.65
RENAULT,KANGOO,KANGOO,RENAULT,KANGOO (95ch),GAZOLE,COMBISPACE,1461,INFERIEURE,5,70.0,-1.0,1586,0.04,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.164,0.045,0.035,0.078,0.0,1661,1661,Malus,400.0,28050,5.997999999999999,5.35,4.789,6.3614999999999995,5.622,-1.0,157.325,140.29000000000002,125.545,166.885,147.445
FIAT,500,500,STELLANTIS,595 1.4 T-Jet (165ch),ESSENCE,BERLINE,1368,ECONOMIQUE,9,121.0,-1.0,1065,0.11,MECANIQUE,5,-1.0,-1.0,-1.0,-1.0,0.791,0.054,0.02,-1.0,-1.0,1140,1140,Malus,1276.0,23990,9.492999999999999,6.293,5.803,7.0425,6.834,-1.0,215.53,142.445,131.255,159.565,154.79500000000002
OPEL,CORSA,CORSA,STELLANTIS,CORSA (75ch),ESSENCE,BERLINE,1199,INFERIEURE,4,55.0,-1.0,980,0.06,MECANIQUE,5,-1.0,-1.0,-1.0,-1.0,0.475,0.034,0.012,-1.0,-1.0,1055,1055,Malus,150.0,19800,6.5015,5.2275,4.766,5.8305,5.468999999999999,-1.0,146.415,117.57499999999999,107.13499999999999,131.215,123.035
B.M.W.,SERIE 1,120,AUTRES,120i,ESSENCE,BERLINE,1998,MOYENNE INFERIEURE,9,131.0,-1.0,1390,0.09,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.156,0.017,0.011,-1.0,0.0,1465,1465,Malus,540.0,40910,9.1705,6.426,5.418,6.333,6.4475,-1.0,209.405,146.65,123.60499999999999,144.525,147.14999999999998
FORD,PUMA,PUMA,FORD,PUMA 1.0 Flexifuel mHEV (125ch) BVM6,SUPERETHANOL,TS TERRAINS/CHEMINS,999,INFERIEURE,6,91.9,-1.0,1205,0.08,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.424,0.04,0.017,-1.0,0.0,1280,1389,Neutre 0,-1.0,29170,9.472999999999999,7.396,6.8895,8.7745,8.0055,-1.0,155.095,121.00999999999999,112.695,143.635,131.01
RENAULT,CLIO,CLIO,RENAULT,CLIO (91ch),ESSENCE,BERLINE,999,INFERIEURE,5,67.0,-1.0,1082,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.216,0.03,0.025,-1.0,-1.0,1157,1157,Neutre 0,-1.0,20633,6.9975000000000005,5.135,4.7115,5.8115000000000006,5.492,-1.0,158.405,116.125,106.51,131.48,124.235
MINI,MINI,MINI,B.M.W.,MINI Cooper Hatch 5P (F55),ESSENCE,BERLINE,1499,INFERIEURE,7,100.0,-1.0,1200,0.08,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.288,0.018,0.012,-1.0,0.0,1275,1275,Malus,50.0,29757,7.775,5.6875,5.0825,6.0120000000000005,5.894,-1.0,176.57,129.05,115.27000000000001,136.44,133.75
MERCEDES,CLASSE E,E 200,AUTRES,E 220 d,GAZOLE,CABRIOLET,1950,LUXE,11,143.0,-1.0,1795,0.08,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.021,-1.0,0.029,0.035,0.001,1870,1870,Malus,3070.0,70950,8.1145,6.4719999999999995,5.54,6.4385,6.391500000000001,-1.0,212.66,169.60500000000002,145.175,168.725,167.5
VOLKSWAGEN,ARTEON,ARTEON,VGF,ARTEON SB 2.0 TDI (150ch) DSG7 bat mot ss+r 19/20'' Airstop DCC EU6AP FIB,GAZOLE,BREAK,1968,MOYENNE SUPERIEURE,8,110.0,-1.0,1584,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.024,-1.0,0.032,0.04,0.0,1659,1659,Malus,230.0,56970,7.075,5.2935,4.6080000000000005,5.336,5.3345,-1.0,185.345,138.66500000000002,120.705,139.77499999999998,139.74
VOLKSWAGEN,CADDY,CADDY,VGF,CADDY 5 Caddy/Life/Style 1.5 TSI (114ch) BVM6 7PL,ESSENCE,COMBISPACE,1498,INFERIEURE,6,84.0,-1.0,1552,0.05,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.245,0.029,0.031,-1.0,0.0,1627,1627,Malus,983.0,32890,8.2125,6.5,5.7795000000000005,7.0995,6.719,-1.0,186.37,147.43,131.035,161.06,152.4
CUPRA,FORMENTOR,FORMENTOR,VGF,CUPRA FORMENTOR 2.0 TDI (150ch) DSG7 4Drive,GAZOLE,TS TERRAINS/CHEMINS,1968,MOYENNE SUPERIEURE,8,110.0,-1.0,1552,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.025,0.005,0.029,0.032,0.0,1627,1627,Malus,2049.0,44453,7.967499999999999,5.8765,5.1675,6.0649999999999995,6.003,-1.0,208.985,154.13,135.52499999999998,159.07,157.45
RENAULT,KANGOO,KANGOO,RENAULT,KANGOO (102ch),ESSENCE,COMBISPACE,1332,INFERIEURE,5,75.0,-1.0,1487,0.05,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.28,0.011,0.012,-1.0,0.0,1562,1562,Malus,1504.0,25900,8.364,6.7295,6.2565,7.89,7.2125,-1.0,189.39499999999998,152.3,141.565,178.635,163.26999999999998
SKODA,KAMIQ,KAMIQ,VGF,Kamiq Ambition 1.0 TSI (110ch) BVM6. châssis classique. classe A,ESSENCE,TS TERRAINS/CHEMINS,999,MOYENNE INFERIEURE,6,81.0,-1.0,1165,0.07,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.167,0.02,0.037,-1.0,0.0,1240,1240,Neutre 0,-1.0,28070,6.808999999999999,5.0915,4.496,5.4735,5.2725,-1.0,154.615,115.535,101.98500000000001,124.24,119.64999999999999
SEAT,ATECA,ATECA,VGF,ATECA TDI (150ch) BVM6,GAZOLE,TS TERRAINS/CHEMINS,1968,MOYENNE SUPERIEURE,8,110.0,-1.0,1422,0.08,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.033,0.009,0.032,0.04,0.0,1497,1497,Malus,190.0,37276,6.4495000000000005,4.97,4.6,5.8565000000000005,5.3675,-1.0,169.145,130.33,120.61999999999999,153.60500000000002,140.76
DACIA,SANDERO,SANDERO,RENAULT,SANDERO (91ch),ESSENCE,BERLINE,999,INFERIEURE,5,67.0,-1.0,1077,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.266,0.035,0.021,-1.0,-1.0,1152,1194,Neutre 0,-1.0,14600,6.6525,5.099,4.7915,6.448,5.6895,-1.0,150.93,115.555,108.565,146.26,129.0
SKODA,KAROQ,KAROQ,VGF,Karoq Ambition 1.5 TSI (150ch) DSG7 4x2. classe A,ESSENCE,TS TERRAINS/CHEMINS,1498,MOYENNE SUPERIEURE,8,110.0,-1.0,1342,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.124,0.013,0.008,-1.0,0.0,1417,1417,Malus,280.0,37898,7.8285,5.8735,5.1455,6.1195,5.9965,-1.0,176.69,132.51,116.06,138.07999999999998,135.3
MINI,MINI,CLUBMAN,B.M.W.,MINI Cooper Clubman (F54),ESSENCE,BREAK,1499,INFERIEURE,7,100.0,-1.0,1360,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.227,0.023,0.014,-1.0,0.0,1435,1435,Malus,240.0,38000,8.4845,6.17,5.258,6.2055,6.2095,-1.0,193.13,140.33499999999998,119.53999999999999,141.16500000000002,141.25
RENAULT,SCENIC,SCENIC,RENAULT,Grand SCENIC (140ch),ESSENCE,MONOSPACE COMPACT,1332,MOYENNE INFERIEURE,7,103.0,-1.0,1528,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.261,0.011,0.018,-1.0,0.001,1603,1603,Malus,983.0,38700,8.496500000000001,6.513,5.7295,7.000500000000001,6.709,-1.0,192.305,147.31,129.54500000000002,158.37,151.75
OPEL,ASTRA,ASTRA,STELLANTIS,ASTRA (130ch),ESSENCE,BERLINE,1199,MOYENNE INFERIEURE,7,96.0,-1.0,1296,0.07,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.302,0.022,0.041,-1.0,0.001,1371,1371,Malus,50.0,32917,7.448,6.0024999999999995,5.1259999999999994,6.092499999999999,5.9565,-1.0,168.255,135.505,115.635,137.535,134.465
MINI,MINI,CLUBMAN,B.M.W.,MINI Cooper SD Clubman (F54),GAZOLE,BREAK,1995,INFERIEURE,10,140.0,-1.0,1485,0.09,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.168,-1.0,0.015,0.062,0.0,1560,1560,Malus,170.0,40633,6.33,4.856999999999999,4.5465,5.332,5.1259999999999994,-1.0,165.565,126.96000000000001,118.815,139.395,134.0
PEUGEOT,208,208,AUTRES,208 PureTech S&S (100ch) BVA8,ESSENCE,BERLINE,1199,INFERIEURE,5,74.0,-1.0,1090,0.07,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.314,0.025,0.031,-1.0,0.0,1165,1165,AUTRES,-1.0,25136,6.8535,5.4725,4.6975,5.611,5.4665,-1.0,155.01,123.66,106.08500000000001,126.805,123.535
